source,target,relation,confidence,weight,source_file
paper_0377_general_nexels_neurally_textured_surfels_for_real_time_novel_view_s,metric_ssim,evaluates_with,EXTRACTED,1.0,0377_[General]_Nexels Neurally-Textured Surfels for Real-Time Novel View S.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,category_general,belongs_to,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,concept_imu_integration,references,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,concept_navigation,references,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,concept_nerf,references,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,concept_reconstruction,references,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,metric_accuracy,evaluates_with,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,metric_ate,evaluates_with,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,metric_iou,evaluates_with,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,metric_recall,evaluates_with,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0378_general_computer_vision_training_dataset_generation_for_robotic_envi,metric_spl,evaluates_with,EXTRACTED,1.0,0378_[General]_Computer vision training dataset generation for robotic envi.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,category_general,belongs_to,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,concept_nerf,references,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,concept_reconstruction,references,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_accuracy,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_ate,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_iou,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_lpips,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_psnr,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_recall,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_rpe,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_spl,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0379_general_moment_based_3d_gaussian_splatting_resolving_volumetric_occ,metric_ssim,evaluates_with,EXTRACTED,1.0,0379_[General]_Moment-Based 3D Gaussian Splatting Resolving Volumetric Occ.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,category_general,belongs_to,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,concept_imu_integration,references,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,concept_nerf,references,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,concept_reconstruction,references,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,metric_accuracy,evaluates_with,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,metric_ate,evaluates_with,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,metric_iou,evaluates_with,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,metric_psnr,evaluates_with,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,metric_recall,evaluates_with,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,metric_spl,evaluates_with,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0380_general_fast_and_explicit_slice_to_volume_reconstruction_via_3d_gau,metric_ssim,evaluates_with,EXTRACTED,1.0,0380_[General]_Fast and Explicit Slice-to-Volume Reconstruction via 3D Gau.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,category_general,belongs_to,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,concept_imu_integration,references,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,concept_lidar,references,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,concept_nerf,references,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,concept_reconstruction,references,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,concept_slam,references,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,metric_ate,evaluates_with,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,metric_iou,evaluates_with,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,metric_lpips,evaluates_with,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,metric_psnr,evaluates_with,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,metric_rpe,evaluates_with,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,metric_spl,evaluates_with,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0381_general_prior_enhanced_gaussian_splatting_for_dynamic_scene_reconstr,metric_ssim,evaluates_with,EXTRACTED,1.0,0381_[General]_Prior-Enhanced Gaussian Splatting for Dynamic Scene Reconstr.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,category_general,belongs_to,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,concept_nerf,references,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,concept_reconstruction,references,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,dataset_gibson,shares_data_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,dataset_scannet,shares_data_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,metric_accuracy,evaluates_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,metric_ate,evaluates_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,metric_iou,evaluates_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,metric_lpips,evaluates_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,metric_psnr,evaluates_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,metric_rpe,evaluates_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,metric_spl,evaluates_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0382_general_long_lrm_preserving_fine_details_in_feed_forward_wide_cov,metric_ssim,evaluates_with,EXTRACTED,1.0,0382_[General]_Long-LRM++ Preserving Fine Details in Feed-Forward Wide-Cov.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,category_general,belongs_to,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,concept_imu_integration,references,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,concept_nerf,references,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,concept_reconstruction,references,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,metric_accuracy,evaluates_with,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,metric_ate,evaluates_with,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,metric_iou,evaluates_with,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,metric_lpips,evaluates_with,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,metric_psnr,evaluates_with,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,metric_rpe,evaluates_with,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,metric_spl,evaluates_with,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0383_general_gaussianheadtalk_wobble_free_3d_talking_heads_with_audio_dr,metric_ssim,evaluates_with,EXTRACTED,1.0,0383_[General]_GaussianHeadTalk Wobble-Free 3D Talking Heads with Audio Dr.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,category_general,belongs_to,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,concept_imu_integration,references,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,concept_nerf,references,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,concept_reconstruction,references,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,metric_ate,evaluates_with,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,metric_iou,evaluates_with,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,metric_lpips,evaluates_with,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,metric_psnr,evaluates_with,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,metric_rpe,evaluates_with,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,metric_spl,evaluates_with,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0384_general_breaking_the_vicious_cycle_coherent_3d_gaussian_splatting_f,metric_ssim,evaluates_with,EXTRACTED,1.0,0384_[General]_Breaking the Vicious Cycle Coherent 3D Gaussian Splatting f.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,category_general,belongs_to,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,concept_imu_integration,references,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,concept_nerf,references,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,concept_reconstruction,references,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,metric_accuracy,evaluates_with,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,metric_ate,evaluates_with,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,metric_iou,evaluates_with,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,metric_lpips,evaluates_with,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,metric_psnr,evaluates_with,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,metric_rpe,evaluates_with,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,metric_spl,evaluates_with,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0385_general_traceflow_dynamic_3d_reconstruction_of_specular_scenes_driv,metric_ssim,evaluates_with,EXTRACTED,1.0,0385_[General]_TraceFlow Dynamic 3D Reconstruction of Specular Scenes Driv.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,category_general,belongs_to,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,concept_nerf,references,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,concept_reconstruction,references,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,metric_accuracy,evaluates_with,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,metric_ate,evaluates_with,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,metric_iou,evaluates_with,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,metric_lpips,evaluates_with,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,metric_psnr,evaluates_with,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,metric_rpe,evaluates_with,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,metric_spl,evaluates_with,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0386_general_gains_gaussian_based_inverse_rendering_from_sparse_multi_vi,metric_ssim,evaluates_with,EXTRACTED,1.0,0386_[General]_GAINS Gaussian-based Inverse Rendering from Sparse Multi-Vi.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,category_general,belongs_to,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,concept_nerf,references,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,concept_reconstruction,references,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,metric_accuracy,evaluates_with,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,metric_ate,evaluates_with,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,metric_iou,evaluates_with,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,metric_lpips,evaluates_with,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,metric_psnr,evaluates_with,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,metric_rpe,evaluates_with,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,metric_spl,evaluates_with,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0387_general_splatent_splatting_diffusion_latents_for_novel_view_synthes,metric_ssim,evaluates_with,EXTRACTED,1.0,0387_[General]_Splatent Splatting Diffusion Latents for Novel View Synthes.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,category_general,belongs_to,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,concept_3d_gaussian_splatting,references,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,concept_imu_integration,references,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,concept_navigation,references,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,concept_nerf,references,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,concept_reconstruction,references,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,concept_slam,references,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,dataset_gibson,shares_data_with,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
paper_0388_general_yopo_nav_visual_navigation_using_3dgs_graphs_from_one_pass,metric_accuracy,evaluates_with,EXTRACTED,1.0,0388_[General]_YOPO-Nav Visual Navigation using 3DGS Graphs from One-Pass.md
